air_temp,dni,ghi,gti,period_end,period
-11,0,0,0,2016-01-01T01:00:00Z,PT60M
-11,0,0,0,2016-01-01T02:00:00Z,PT60M
-11,0,0,0,2016-01-01T03:00:00Z,PT60M
-11,0,0,0,2016-01-01T04:00:00Z,PT60M
-11,0,0,0,2016-01-01T05:00:00Z,PT60M
-12,24,7,14,2016-01-01T06:00:00Z,PT60M
-12,418,93,233,2016-01-01T07:00:00Z,PT60M
-10,583,199,415,2016-01-01T08:00:00Z,PT60M
-9,37,185,196,2016-01-01T09:00:00Z,PT60M
-9,0,166,161,2016-01-01T10:00:00Z,PT60M
-9,0,147,142,2016-01-01T11:00:00Z,PT60M
-9,8,147,146,2016-01-01T12:00:00Z,PT60M
-9,95,105,140,2016-01-01T13:00:00Z,PT60M
-10,3,21,21,2016-01-01T14:00:00Z,PT60M
-11,0,0,0,2016-01-01T15:00:00Z,PT60M
-11,0,0,0,2016-01-01T16:00:00Z,PT60M
-12,0,0,0,2016-01-01T17:00:00Z,PT60M
-12,0,0,0,2016-01-01T18:00:00Z,PT60M
-12,0,0,0,2016-01-01T19:00:00Z,PT60M
-13,0,0,0,2016-01-01T20:00:00Z,PT60M
-14,0,0,0,2016-01-01T21:00:00Z,PT60M
-14,0,0,0,2016-01-01T22:00:00Z,PT60M
-15,0,0,0,2016-01-01T23:00:00Z,PT60M
-15,0,0,0,2016-01-02T00:00:00Z,PT60M
-15,0,0,0,2016-01-02T01:00:00Z,PT60M
-15,0,0,0,2016-01-02T02:00:00Z,PT60M
-15,0,0,0,2016-01-02T03:00:00Z,PT60M
-15,0,0,0,2016-01-02T04:00:00Z,PT60M
-15,0,0,0,2016-01-02T05:00:00Z,PT60M
-15,15,6,10,2016-01-02T06:00:00Z,PT60M
-15,116,71,110,2016-01-02T07:00:00Z,PT60M
-13,0,85,82,2016-01-02T08:00:00Z,PT60M
-12,0,134,130,2016-01-02T09:00:00Z,PT60M
-12,9,202,200,2016-01-02T10:00:00Z,PT60M
-11,0,185,179,2016-01-02T11:00:00Z,PT60M
-11,253,190,289,2016-01-02T12:00:00Z,PT60M
-11,231,119,206,2016-01-02T13:00:00Z,PT60M
-12,0,19,18,2016-01-02T14:00:00Z,PT60M
-13,0,0,0,2016-01-02T15:00:00Z,PT60M
-13,0,0,0,2016-01-02T16:00:00Z,PT60M
-13,0,0,0,2016-01-02T17:00:00Z,PT60M
-13,0,0,0,2016-01-02T18:00:00Z,PT60M
-13,0,0,0,2016-01-02T19:00:00Z,PT60M
-14,0,0,0,2016-01-02T20:00:00Z,PT60M
-14,0,0,0,2016-01-02T21:00:00Z,PT60M
-14,0,0,0,2016-01-02T22:00:00Z,PT60M
-15,0,0,0,2016-01-02T23:00:00Z,PT60M
-15,0,0,0,2016-01-03T00:00:00Z,PT60M
-15,0,0,0,2016-01-03T01:00:00Z,PT60M
-16,0,0,0,2016-01-03T02:00:00Z,PT60M
-16,0,0,0,2016-01-03T03:00:00Z,PT60M
-16,0,0,0,2016-01-03T04:00:00Z,PT60M
-16,0,0,0,2016-01-03T05:00:00Z,PT60M
-17,18,6,12,2016-01-03T06:00:00Z,PT60M
-16,383,91,221,2016-01-03T07:00:00Z,PT60M
-15,469,189,367,2016-01-03T08:00:00Z,PT60M
-14,71,198,227,2016-01-03T09:00:00Z,PT60M
-13,98,226,269,2016-01-03T10:00:00Z,PT60M
-12,308,250,384,2016-01-03T11:00:00Z,PT60M
-12,542,233,448,2016-01-03T12:00:00Z,PT60M
-12,468,141,307,2016-01-03T13:00:00Z,PT60M
-13,133,33,76,2016-01-03T14:00:00Z,PT60M
-14,0,0,0,2016-01-03T15:00:00Z,PT60M
-14,0,0,0,2016-01-03T16:00:00Z,PT60M
-14,0,0,0,2016-01-03T17:00:00Z,PT60M
-15,0,0,0,2016-01-03T18:00:00Z,PT60M
-15,0,0,0,2016-01-03T19:00:00Z,PT60M
-16,0,0,0,2016-01-03T20:00:00Z,PT60M
-16,0,0,0,2016-01-03T21:00:00Z,PT60M
-16,0,0,0,2016-01-03T22:00:00Z,PT60M
-17,0,0,0,2016-01-03T23:00:00Z,PT60M
-16,0,0,0,2016-01-04T00:00:00Z,PT60M
-16,0,0,0,2016-01-04T01:00:00Z,PT60M
-17,0,0,0,2016-01-04T02:00:00Z,PT60M
-17,0,0,0,2016-01-04T03:00:00Z,PT60M
-17,0,0,0,2016-01-04T04:00:00Z,PT60M
-17,0,0,0,2016-01-04T05:00:00Z,PT60M
-16,36,7,18,2016-01-04T06:00:00Z,PT60M
-16,502,100,263,2016-01-04T07:00:00Z,PT60M
-14,570,200,410,2016-01-04T08:00:00Z,PT60M
-13,211,221,314,2016-01-04T09:00:00Z,PT60M
-12,706,319,603,2016-01-04T10:00:00Z,PT60M
-11,831,322,641,2016-01-04T11:00:00Z,PT60M
-11,775,259,544,2016-01-04T12:00:00Z,PT60M
-11,643,156,374,2016-01-04T13:00:00Z,PT60M
-12,220,38,106,2016-01-04T14:00:00Z,PT60M
-13,0,0,0,2016-01-04T15:00:00Z,PT60M
-12,0,0,0,2016-01-04T16:00:00Z,PT60M
-13,0,0,0,2016-01-04T17:00:00Z,PT60M
-13,0,0,0,2016-01-04T18:00:00Z,PT60M
-13,0,0,0,2016-01-04T19:00:00Z,PT60M
-14,0,0,0,2016-01-04T20:00:00Z,PT60M
-14,0,0,0,2016-01-04T21:00:00Z,PT60M
-14,0,0,0,2016-01-04T22:00:00Z,PT60M
-14,0,0,0,2016-01-04T23:00:00Z,PT60M
-14,0,0,0,2016-01-05T00:00:00Z,PT60M
-14,0,0,0,2016-01-05T01:00:00Z,PT60M
-14,0,0,0,2016-01-05T02:00:00Z,PT60M
-14,0,0,0,2016-01-05T03:00:00Z,PT60M
-14,0,0,0,2016-01-05T04:00:00Z,PT60M
-13,0,0,0,2016-01-05T05:00:00Z,PT60M
-13,0,3,3,2016-01-05T06:00:00Z,PT60M
-13,0,35,34,2016-01-05T07:00:00Z,PT60M
-12,0,87,84,2016-01-05T08:00:00Z,PT60M
-10,0,157,152,2016-01-05T09:00:00Z,PT60M
-9,66,215,241,2016-01-05T10:00:00Z,PT60M
-8,107,214,260,2016-01-05T11:00:00Z,PT60M
-8,146,181,242,2016-01-05T12:00:00Z,PT60M
-8,158,115,175,2016-01-05T13:00:00Z,PT60M
-8,25,28,36,2016-01-05T14:00:00Z,PT60M
-9,0,0,0,2016-01-05T15:00:00Z,PT60M
-10,0,0,0,2016-01-05T16:00:00Z,PT60M
-10,0,0,0,2016-01-05T17:00:00Z,PT60M
-10,0,0,0,2016-01-05T18:00:00Z,PT60M
-10,0,0,0,2016-01-05T19:00:00Z,PT60M
-10,0,0,0,2016-01-05T20:00:00Z,PT60M
-10,0,0,0,2016-01-05T21:00:00Z,PT60M
-9,0,0,0,2016-01-05T22:00:00Z,PT60M
-8,0,0,0,2016-01-05T23:00:00Z,PT60M
-8,0,0,0,2016-01-06T00:00:00Z,PT60M
-8,0,0,0,2016-01-06T01:00:00Z,PT60M
-8,0,0,0,2016-01-06T02:00:00Z,PT60M
-8,0,0,0,2016-01-06T03:00:00Z,PT60M
-7,0,0,0,2016-01-06T04:00:00Z,PT60M
-7,0,0,0,2016-01-06T05:00:00Z,PT60M
-7,21,7,13,2016-01-06T06:00:00Z,PT60M
-7,278,81,173,2016-01-06T07:00:00Z,PT60M
-6,0,48,46,2016-01-06T08:00:00Z,PT60M
-6,0,65,63,2016-01-06T09:00:00Z,PT60M
-6,0,109,105,2016-01-06T10:00:00Z,PT60M
-5,0,136,131,2016-01-06T11:00:00Z,PT60M
-5,39,147,160,2016-01-06T12:00:00Z,PT60M
-5,0,77,75,2016-01-06T13:00:00Z,PT60M
-5,0,16,16,2016-01-06T14:00:00Z,PT60M
-4,0,0,0,2016-01-06T15:00:00Z,PT60M
-4,0,0,0,2016-01-06T16:00:00Z,PT60M
-4,0,0,0,2016-01-06T17:00:00Z,PT60M
-4,0,0,0,2016-01-06T18:00:00Z,PT60M
-4,0,0,0,2016-01-06T19:00:00Z,PT60M
-4,0,0,0,2016-01-06T20:00:00Z,PT60M
-4,0,0,0,2016-01-06T21:00:00Z,PT60M
-4,0,0,0,2016-01-06T22:00:00Z,PT60M
-4,0,0,0,2016-01-06T23:00:00Z,PT60M
-4,0,0,0,2016-01-07T00:00:00Z,PT60M
-4,0,0,0,2016-01-07T01:00:00Z,PT60M
-4,0,0,0,2016-01-07T02:00:00Z,PT60M
-4,0,0,0,2016-01-07T03:00:00Z,PT60M
-4,0,0,0,2016-01-07T04:00:00Z,PT60M
-4,0,0,0,2016-01-07T05:00:00Z,PT60M
-4,0,1,1,2016-01-07T06:00:00Z,PT60M
-4,0,14,14,2016-01-07T07:00:00Z,PT60M
-3,0,42,41,2016-01-07T08:00:00Z,PT60M
-3,0,61,59,2016-01-07T09:00:00Z,PT60M
-2,0,63,61,2016-01-07T10:00:00Z,PT60M
-2,0,62,60,2016-01-07T11:00:00Z,PT60M
-1,0,60,58,2016-01-07T12:00:00Z,PT60M
-1,0,32,31,2016-01-07T13:00:00Z,PT60M
-0,0,9,8,2016-01-07T14:00:00Z,PT60M
0,0,0,0,2016-01-07T15:00:00Z,PT60M
0,0,0,0,2016-01-07T16:00:00Z,PT60M
1,0,0,0,2016-01-07T17:00:00Z,PT60M
2,0,0,0,2016-01-07T18:00:00Z,PT60M
2,0,0,0,2016-01-07T19:00:00Z,PT60M
2,0,0,0,2016-01-07T20:00:00Z,PT60M
2,0,0,0,2016-01-07T21:00:00Z,PT60M
2,0,0,0,2016-01-07T22:00:00Z,PT60M
2,0,0,0,2016-01-07T23:00:00Z,PT60M
2,0,0,0,2016-01-08T00:00:00Z,PT60M
3,0,0,0,2016-01-08T01:00:00Z,PT60M
3,0,0,0,2016-01-08T02:00:00Z,PT60M
3,0,0,0,2016-01-08T03:00:00Z,PT60M
3,0,0,0,2016-01-08T04:00:00Z,PT60M
3,0,0,0,2016-01-08T05:00:00Z,PT60M
3,0,1,1,2016-01-08T06:00:00Z,PT60M
3,0,17,17,2016-01-08T07:00:00Z,PT60M
3,0,46,45,2016-01-08T08:00:00Z,PT60M
3,0,67,65,2016-01-08T09:00:00Z,PT60M
2,0,91,88,2016-01-08T10:00:00Z,PT60M
2,0,84,81,2016-01-08T11:00:00Z,PT60M
2,0,89,87,2016-01-08T12:00:00Z,PT60M
1,0,56,54,2016-01-08T13:00:00Z,PT60M
1,0,15,14,2016-01-08T14:00:00Z,PT60M
1,0,0,0,2016-01-08T15:00:00Z,PT60M
1,0,0,0,2016-01-08T16:00:00Z,PT60M
1,0,0,0,2016-01-08T17:00:00Z,PT60M
0,0,0,0,2016-01-08T18:00:00Z,PT60M
0,0,0,0,2016-01-08T19:00:00Z,PT60M
0,0,0,0,2016-01-08T20:00:00Z,PT60M
-0,0,0,0,2016-01-08T21:00:00Z,PT60M
-1,0,0,0,2016-01-08T22:00:00Z,PT60M
-2,0,0,0,2016-01-08T23:00:00Z,PT60M
-2,0,0,0,2016-01-09T00:00:00Z,PT60M
-3,0,0,0,2016-01-09T01:00:00Z,PT60M
-3,0,0,0,2016-01-09T02:00:00Z,PT60M
-3,0,0,0,2016-01-09T03:00:00Z,PT60M
-3,0,0,0,2016-01-09T04:00:00Z,PT60M
-4,0,0,0,2016-01-09T05:00:00Z,PT60M
-4,0,2,2,2016-01-09T06:00:00Z,PT60M
-4,0,32,31,2016-01-09T07:00:00Z,PT60M
-3,0,30,29,2016-01-09T08:00:00Z,PT60M
-2,0,56,54,2016-01-09T09:00:00Z,PT60M
-1,0,61,59,2016-01-09T10:00:00Z,PT60M
-0,0,128,124,2016-01-09T11:00:00Z,PT60M
-0,0,126,122,2016-01-09T12:00:00Z,PT60M
0,0,91,88,2016-01-09T13:00:00Z,PT60M
0,0,28,27,2016-01-09T14:00:00Z,PT60M
0,0,0,0,2016-01-09T15:00:00Z,PT60M
1,0,0,0,2016-01-09T16:00:00Z,PT60M
1,0,0,0,2016-01-09T17:00:00Z,PT60M
0,0,0,0,2016-01-09T18:00:00Z,PT60M
0,0,0,0,2016-01-09T19:00:00Z,PT60M
0,0,0,0,2016-01-09T20:00:00Z,PT60M
0,0,0,0,2016-01-09T21:00:00Z,PT60M
-0,0,0,0,2016-01-09T22:00:00Z,PT60M
-1,0,0,0,2016-01-09T23:00:00Z,PT60M
-1,0,0,0,2016-01-10T00:00:00Z,PT60M
-1,0,0,0,2016-01-10T01:00:00Z,PT60M
-1,0,0,0,2016-01-10T02:00:00Z,PT60M
-1,0,0,0,2016-01-10T03:00:00Z,PT60M
-1,0,0,0,2016-01-10T04:00:00Z,PT60M
-2,0,0,0,2016-01-10T05:00:00Z,PT60M
-2,0,5,4,2016-01-10T06:00:00Z,PT60M
-2,202,80,148,2016-01-10T07:00:00Z,PT60M
-1,159,90,145,2016-01-10T08:00:00Z,PT60M
-0,0,53,51,2016-01-10T09:00:00Z,PT60M
0,0,130,125,2016-01-10T10:00:00Z,PT60M
1,0,135,130,2016-01-10T11:00:00Z,PT60M
1,252,205,308,2016-01-10T12:00:00Z,PT60M
1,37,110,122,2016-01-10T13:00:00Z,PT60M
0,0,28,27,2016-01-10T14:00:00Z,PT60M
-0,0,0,0,2016-01-10T15:00:00Z,PT60M
0,0,0,0,2016-01-10T16:00:00Z,PT60M
0,0,0,0,2016-01-10T17:00:00Z,PT60M
0,0,0,0,2016-01-10T18:00:00Z,PT60M
0,0,0,0,2016-01-10T19:00:00Z,PT60M
0,0,0,0,2016-01-10T20:00:00Z,PT60M
-0,0,0,0,2016-01-10T21:00:00Z,PT60M
-0,0,0,0,2016-01-10T22:00:00Z,PT60M
-0,0,0,0,2016-01-10T23:00:00Z,PT60M
-0,0,0,0,2016-01-11T00:00:00Z,PT60M
-0,0,0,0,2016-01-11T01:00:00Z,PT60M
-0,0,0,0,2016-01-11T02:00:00Z,PT60M
-0,0,0,0,2016-01-11T03:00:00Z,PT60M
-0,0,0,0,2016-01-11T04:00:00Z,PT60M
0,0,0,0,2016-01-11T05:00:00Z,PT60M
0,0,1,1,2016-01-11T06:00:00Z,PT60M
1,0,10,10,2016-01-11T07:00:00Z,PT60M
1,0,27,26,2016-01-11T08:00:00Z,PT60M
2,0,56,54,2016-01-11T09:00:00Z,PT60M
2,0,69,66,2016-01-11T10:00:00Z,PT60M
2,0,85,82,2016-01-11T11:00:00Z,PT60M
2,0,79,77,2016-01-11T12:00:00Z,PT60M
2,0,65,63,2016-01-11T13:00:00Z,PT60M
2,8,31,32,2016-01-11T14:00:00Z,PT60M
2,0,0,0,2016-01-11T15:00:00Z,PT60M
2,0,0,0,2016-01-11T16:00:00Z,PT60M
1,0,0,0,2016-01-11T17:00:00Z,PT60M
1,0,0,0,2016-01-11T18:00:00Z,PT60M
1,0,0,0,2016-01-11T19:00:00Z,PT60M
1,0,0,0,2016-01-11T20:00:00Z,PT60M
1,0,0,0,2016-01-11T21:00:00Z,PT60M
1,0,0,0,2016-01-11T22:00:00Z,PT60M
1,0,0,0,2016-01-11T23:00:00Z,PT60M
0,0,0,0,2016-01-12T00:00:00Z,PT60M
0,0,0,0,2016-01-12T01:00:00Z,PT60M
1,0,0,0,2016-01-12T02:00:00Z,PT60M
1,0,0,0,2016-01-12T03:00:00Z,PT60M
0,0,0,0,2016-01-12T04:00:00Z,PT60M
1,0,0,0,2016-01-12T05:00:00Z,PT60M
1,0,2,2,2016-01-12T06:00:00Z,PT60M
1,0,10,10,2016-01-12T07:00:00Z,PT60M
3,0,25,25,2016-01-12T08:00:00Z,PT60M
4,0,56,54,2016-01-12T09:00:00Z,PT60M
6,0,51,50,2016-01-12T10:00:00Z,PT60M
7,0,57,55,2016-01-12T11:00:00Z,PT60M
7,0,75,73,2016-01-12T12:00:00Z,PT60M
7,0,61,59,2016-01-12T13:00:00Z,PT60M
7,0,22,21,2016-01-12T14:00:00Z,PT60M
7,0,0,0,2016-01-12T15:00:00Z,PT60M
7,0,0,0,2016-01-12T16:00:00Z,PT60M
7,0,0,0,2016-01-12T17:00:00Z,PT60M
6,0,0,0,2016-01-12T18:00:00Z,PT60M
6,0,0,0,2016-01-12T19:00:00Z,PT60M
6,0,0,0,2016-01-12T20:00:00Z,PT60M
5,0,0,0,2016-01-12T21:00:00Z,PT60M
4,0,0,0,2016-01-12T22:00:00Z,PT60M
3,0,0,0,2016-01-12T23:00:00Z,PT60M
3,0,0,0,2016-01-13T00:00:00Z,PT60M
2,0,0,0,2016-01-13T01:00:00Z,PT60M
2,0,0,0,2016-01-13T02:00:00Z,PT60M
1,0,0,0,2016-01-13T03:00:00Z,PT60M
1,0,0,0,2016-01-13T04:00:00Z,PT60M
1,0,0,0,2016-01-13T05:00:00Z,PT60M
1,23,8,14,2016-01-13T06:00:00Z,PT60M
1,216,85,157,2016-01-13T07:00:00Z,PT60M
3,680,214,450,2016-01-13T08:00:00Z,PT60M
4,594,274,500,2016-01-13T09:00:00Z,PT60M
5,0,156,151,2016-01-13T10:00:00Z,PT60M
6,12,180,181,2016-01-13T11:00:00Z,PT60M
6,508,238,430,2016-01-13T12:00:00Z,PT60M
6,558,165,354,2016-01-13T13:00:00Z,PT60M
4,132,45,86,2016-01-13T14:00:00Z,PT60M
3,0,0,0,2016-01-13T15:00:00Z,PT60M
3,0,0,0,2016-01-13T16:00:00Z,PT60M
3,0,0,0,2016-01-13T17:00:00Z,PT60M
2,0,0,0,2016-01-13T18:00:00Z,PT60M
1,0,0,0,2016-01-13T19:00:00Z,PT60M
1,0,0,0,2016-01-13T20:00:00Z,PT60M
0,0,0,0,2016-01-13T21:00:00Z,PT60M
-0,0,0,0,2016-01-13T22:00:00Z,PT60M
0,0,0,0,2016-01-13T23:00:00Z,PT60M
0,0,0,0,2016-01-14T00:00:00Z,PT60M
0,0,0,0,2016-01-14T01:00:00Z,PT60M
0,0,0,0,2016-01-14T02:00:00Z,PT60M
-0,0,0,0,2016-01-14T03:00:00Z,PT60M
-0,0,0,0,2016-01-14T04:00:00Z,PT60M
-0,0,0,0,2016-01-14T05:00:00Z,PT60M
-0,22,8,14,2016-01-14T06:00:00Z,PT60M
-0,13,67,69,2016-01-14T07:00:00Z,PT60M
1,146,147,200,2016-01-14T08:00:00Z,PT60M
3,0,109,105,2016-01-14T09:00:00Z,PT60M
3,0,103,100,2016-01-14T10:00:00Z,PT60M
3,0,174,168,2016-01-14T11:00:00Z,PT60M
3,263,200,298,2016-01-14T12:00:00Z,PT60M
2,619,173,379,2016-01-14T13:00:00Z,PT60M
2,297,56,145,2016-01-14T14:00:00Z,PT60M
2,0,0,0,2016-01-14T15:00:00Z,PT60M
2,0,0,0,2016-01-14T16:00:00Z,PT60M
2,0,0,0,2016-01-14T17:00:00Z,PT60M
2,0,0,0,2016-01-14T18:00:00Z,PT60M
2,0,0,0,2016-01-14T19:00:00Z,PT60M
2,0,0,0,2016-01-14T20:00:00Z,PT60M
1,0,0,0,2016-01-14T21:00:00Z,PT60M
1,0,0,0,2016-01-14T22:00:00Z,PT60M
0,0,0,0,2016-01-14T23:00:00Z,PT60M
-0,0,0,0,2016-01-15T00:00:00Z,PT60M
-1,0,0,0,2016-01-15T01:00:00Z,PT60M
-1,0,0,0,2016-01-15T02:00:00Z,PT60M
-2,0,0,0,2016-01-15T03:00:00Z,PT60M
-2,0,0,0,2016-01-15T04:00:00Z,PT60M
-2,0,0,0,2016-01-15T05:00:00Z,PT60M
-2,46,10,23,2016-01-15T06:00:00Z,PT60M
-2,112,81,118,2016-01-15T07:00:00Z,PT60M
-1,631,220,444,2016-01-15T08:00:00Z,PT60M
0,823,317,619,2016-01-15T09:00:00Z,PT60M
0,843,357,677,2016-01-15T10:00:00Z,PT60M
0,834,346,661,2016-01-15T11:00:00Z,PT60M
0,787,287,570,2016-01-15T12:00:00Z,PT60M
0,677,185,409,2016-01-15T13:00:00Z,PT60M
-0,355,63,167,2016-01-15T14:00:00Z,PT60M
-1,1,0,1,2016-01-15T15:00:00Z,PT60M
-1,0,0,0,2016-01-15T16:00:00Z,PT60M
-2,0,0,0,2016-01-15T17:00:00Z,PT60M
-2,0,0,0,2016-01-15T18:00:00Z,PT60M
-2,0,0,0,2016-01-15T19:00:00Z,PT60M
-2,0,0,0,2016-01-15T20:00:00Z,PT60M
-2,0,0,0,2016-01-15T21:00:00Z,PT60M
-2,0,0,0,2016-01-15T22:00:00Z,PT60M
-2,0,0,0,2016-01-15T23:00:00Z,PT60M
-2,0,0,0,2016-01-16T00:00:00Z,PT60M
-2,0,0,0,2016-01-16T01:00:00Z,PT60M
-1,0,0,0,2016-01-16T02:00:00Z,PT60M
-1,0,0,0,2016-01-16T03:00:00Z,PT60M
-0,0,0,0,2016-01-16T04:00:00Z,PT60M
-0,0,0,0,2016-01-16T05:00:00Z,PT60M
0,0,2,2,2016-01-16T06:00:00Z,PT60M
1,0,14,13,2016-01-16T07:00:00Z,PT60M
1,0,37,36,2016-01-16T08:00:00Z,PT60M
2,0,58,56,2016-01-16T09:00:00Z,PT60M
2,0,69,67,2016-01-16T10:00:00Z,PT60M
3,0,79,76,2016-01-16T11:00:00Z,PT60M
3,0,74,71,2016-01-16T12:00:00Z,PT60M
3,0,48,46,2016-01-16T13:00:00Z,PT60M
3,0,15,15,2016-01-16T14:00:00Z,PT60M
3,0,0,0,2016-01-16T15:00:00Z,PT60M
4,0,0,0,2016-01-16T16:00:00Z,PT60M
3,0,0,0,2016-01-16T17:00:00Z,PT60M
3,0,0,0,2016-01-16T18:00:00Z,PT60M
3,0,0,0,2016-01-16T19:00:00Z,PT60M
3,0,0,0,2016-01-16T20:00:00Z,PT60M
3,0,0,0,2016-01-16T21:00:00Z,PT60M
2,0,0,0,2016-01-16T22:00:00Z,PT60M
2,0,0,0,2016-01-16T23:00:00Z,PT60M
1,0,0,0,2016-01-17T00:00:00Z,PT60M
1,0,0,0,2016-01-17T01:00:00Z,PT60M
1,0,0,0,2016-01-17T02:00:00Z,PT60M
0,0,0,0,2016-01-17T03:00:00Z,PT60M
0,0,0,0,2016-01-17T04:00:00Z,PT60M
-0,0,0,0,2016-01-17T05:00:00Z,PT60M
-0,0,1,1,2016-01-17T06:00:00Z,PT60M
-0,0,9,9,2016-01-17T07:00:00Z,PT60M
-0,0,31,30,2016-01-17T08:00:00Z,PT60M
-0,0,56,54,2016-01-17T09:00:00Z,PT60M
-0,0,77,75,2016-01-17T10:00:00Z,PT60M
-0,0,65,63,2016-01-17T11:00:00Z,PT60M
-0,0,69,67,2016-01-17T12:00:00Z,PT60M
-0,0,64,62,2016-01-17T13:00:00Z,PT60M
-0,0,18,17,2016-01-17T14:00:00Z,PT60M
-0,0,0,0,2016-01-17T15:00:00Z,PT60M
0,0,0,0,2016-01-17T16:00:00Z,PT60M
0,0,0,0,2016-01-17T17:00:00Z,PT60M
0,0,0,0,2016-01-17T18:00:00Z,PT60M
0,0,0,0,2016-01-17T19:00:00Z,PT60M
1,0,0,0,2016-01-17T20:00:00Z,PT60M
1,0,0,0,2016-01-17T21:00:00Z,PT60M
1,0,0,0,2016-01-17T22:00:00Z,PT60M
1,0,0,0,2016-01-17T23:00:00Z,PT60M
0,0,0,0,2016-01-18T00:00:00Z,PT60M
0,0,0,0,2016-01-18T01:00:00Z,PT60M
0,0,0,0,2016-01-18T02:00:00Z,PT60M
-0,0,0,0,2016-01-18T03:00:00Z,PT60M
-0,0,0,0,2016-01-18T04:00:00Z,PT60M
-0,0,0,0,2016-01-18T05:00:00Z,PT60M
-0,0,4,4,2016-01-18T06:00:00Z,PT60M
-0,0,23,22,2016-01-18T07:00:00Z,PT60M
0,0,33,32,2016-01-18T08:00:00Z,PT60M
1,0,69,67,2016-01-18T09:00:00Z,PT60M
1,0,92,89,2016-01-18T10:00:00Z,PT60M
2,0,53,52,2016-01-18T11:00:00Z,PT60M
2,0,59,57,2016-01-18T12:00:00Z,PT60M
2,0,46,45,2016-01-18T13:00:00Z,PT60M
2,0,22,21,2016-01-18T14:00:00Z,PT60M
2,0,0,0,2016-01-18T15:00:00Z,PT60M
2,0,0,0,2016-01-18T16:00:00Z,PT60M
2,0,0,0,2016-01-18T17:00:00Z,PT60M
3,0,0,0,2016-01-18T18:00:00Z,PT60M
2,0,0,0,2016-01-18T19:00:00Z,PT60M
1,0,0,0,2016-01-18T20:00:00Z,PT60M
-1,0,0,0,2016-01-18T21:00:00Z,PT60M
-3,0,0,0,2016-01-18T22:00:00Z,PT60M
-5,0,0,0,2016-01-18T23:00:00Z,PT60M
-5,0,0,0,2016-01-19T00:00:00Z,PT60M
-5,0,0,0,2016-01-19T01:00:00Z,PT60M
-5,0,0,0,2016-01-19T02:00:00Z,PT60M
-5,0,0,0,2016-01-19T03:00:00Z,PT60M
-5,0,0,0,2016-01-19T04:00:00Z,PT60M
-6,0,0,0,2016-01-19T05:00:00Z,PT60M
-6,0,4,4,2016-01-19T06:00:00Z,PT60M
-6,0,13,13,2016-01-19T07:00:00Z,PT60M
-6,0,15,14,2016-01-19T08:00:00Z,PT60M
-5,0,35,34,2016-01-19T09:00:00Z,PT60M
-5,0,72,70,2016-01-19T10:00:00Z,PT60M
-5,0,91,88,2016-01-19T11:00:00Z,PT60M
-5,0,97,94,2016-01-19T12:00:00Z,PT60M
-5,0,81,78,2016-01-19T13:00:00Z,PT60M
-5,0,41,40,2016-01-19T14:00:00Z,PT60M
-5,0,1,1,2016-01-19T15:00:00Z,PT60M
-5,0,0,0,2016-01-19T16:00:00Z,PT60M
-5,0,0,0,2016-01-19T17:00:00Z,PT60M
-5,0,0,0,2016-01-19T18:00:00Z,PT60M
-5,0,0,0,2016-01-19T19:00:00Z,PT60M
-5,0,0,0,2016-01-19T20:00:00Z,PT60M
-5,0,0,0,2016-01-19T21:00:00Z,PT60M
-5,0,0,0,2016-01-19T22:00:00Z,PT60M
-5,0,0,0,2016-01-19T23:00:00Z,PT60M
-5,0,0,0,2016-01-20T00:00:00Z,PT60M
-5,0,0,0,2016-01-20T01:00:00Z,PT60M
-6,0,0,0,2016-01-20T02:00:00Z,PT60M
-6,0,0,0,2016-01-20T03:00:00Z,PT60M
-6,0,0,0,2016-01-20T04:00:00Z,PT60M
-6,0,0,0,2016-01-20T05:00:00Z,PT60M
-6,5,10,11,2016-01-20T06:00:00Z,PT60M
-6,217,93,164,2016-01-20T07:00:00Z,PT60M
-5,85,135,163,2016-01-20T08:00:00Z,PT60M
-4,0,139,135,2016-01-20T09:00:00Z,PT60M
-4,434,306,478,2016-01-20T10:00:00Z,PT60M
-4,419,301,475,2016-01-20T11:00:00Z,PT60M
-4,759,300,573,2016-01-20T12:00:00Z,PT60M
-4,588,194,393,2016-01-20T13:00:00Z,PT60M
-5,393,76,191,2016-01-20T14:00:00Z,PT60M
-5,6,2,3,2016-01-20T15:00:00Z,PT60M
-5,0,0,0,2016-01-20T16:00:00Z,PT60M
-5,0,0,0,2016-01-20T17:00:00Z,PT60M
-6,0,0,0,2016-01-20T18:00:00Z,PT60M
-6,0,0,0,2016-01-20T19:00:00Z,PT60M
-7,0,0,0,2016-01-20T20:00:00Z,PT60M
-8,0,0,0,2016-01-20T21:00:00Z,PT60M
-7,0,0,0,2016-01-20T22:00:00Z,PT60M
-7,0,0,0,2016-01-20T23:00:00Z,PT60M
-6,0,0,0,2016-01-21T00:00:00Z,PT60M
-6,0,0,0,2016-01-21T01:00:00Z,PT60M
-5,0,0,0,2016-01-21T02:00:00Z,PT60M
-4,0,0,0,2016-01-21T03:00:00Z,PT60M
-3,0,0,0,2016-01-21T04:00:00Z,PT60M
-2,0,0,0,2016-01-21T05:00:00Z,PT60M
-1,0,3,3,2016-01-21T06:00:00Z,PT60M
-1,0,29,28,2016-01-21T07:00:00Z,PT60M
-0,0,64,62,2016-01-21T08:00:00Z,PT60M
