air_temp,dni,ghi,gti,period_end,period
21,0,204,197,2021-07-07T08:00:00Z,PT60M
22,0,306,296,2021-07-07T09:00:00Z,PT60M
22,0,267,257,2021-07-07T10:00:00Z,PT60M
22,0,257,248,2021-07-07T11:00:00Z,PT60M
23,11,329,319,2021-07-07T12:00:00Z,PT60M
23,337,573,586,2021-07-07T13:00:00Z,PT60M
24,3,255,246,2021-07-07T14:00:00Z,PT60M
24,0,189,182,2021-07-07T15:00:00Z,PT60M
24,56,168,156,2021-07-07T16:00:00Z,PT60M
23,0,45,43,2021-07-07T17:00:00Z,PT60M
22,0,6,6,2021-07-07T18:00:00Z,PT60M
22,0,0,0,2021-07-07T19:00:00Z,PT60M
22,0,0,0,2021-07-07T20:00:00Z,PT60M
21,0,0,0,2021-07-07T21:00:00Z,PT60M
21,0,0,0,2021-07-07T22:00:00Z,PT60M
20,0,0,0,2021-07-07T23:00:00Z,PT60M
20,0,0,0,2021-07-08T00:00:00Z,PT60M
20,0,0,0,2021-07-08T01:00:00Z,PT60M
20,0,0,0,2021-07-08T02:00:00Z,PT60M
19,143,49,26,2021-07-08T03:00:00Z,PT60M
19,499,188,107,2021-07-08T04:00:00Z,PT60M
21,690,357,295,2021-07-08T05:00:00Z,PT60M
23,782,525,503,2021-07-08T06:00:00Z,PT60M
23,838,676,697,2021-07-08T07:00:00Z,PT60M
25,873,798,856,2021-07-08T08:00:00Z,PT60M
27,894,880,964,2021-07-08T09:00:00Z,PT60M
28,905,919,1014,2021-07-08T10:00:00Z,PT60M
28,905,909,1000,2021-07-08T11:00:00Z,PT60M
29,891,848,920,2021-07-08T12:00:00Z,PT60M
29,858,743,783,2021-07-08T13:00:00Z,PT60M
28,813,604,603,2021-07-08T14:00:00Z,PT60M
28,742,442,398,2021-07-08T15:00:00Z,PT60M
28,624,272,193,2021-07-08T16:00:00Z,PT60M
26,368,112,47,2021-07-08T17:00:00Z,PT60M
24,11,9,8,2021-07-08T18:00:00Z,PT60M
23,0,0,0,2021-07-08T19:00:00Z,PT60M
22,0,0,0,2021-07-08T20:00:00Z,PT60M
20,0,0,0,2021-07-08T21:00:00Z,PT60M
20,0,0,0,2021-07-08T22:00:00Z,PT60M
19,0,0,0,2021-07-08T23:00:00Z,PT60M
19,0,0,0,2021-07-09T00:00:00Z,PT60M
19,0,0,0,2021-07-09T01:00:00Z,PT60M
19,0,0,0,2021-07-09T02:00:00Z,PT60M
18,222,53,20,2021-07-09T03:00:00Z,PT60M
18,548,193,106,2021-07-09T04:00:00Z,PT60M
21,704,361,298,2021-07-09T05:00:00Z,PT60M
24,800,530,509,2021-07-09T06:00:00Z,PT60M
24,853,682,704,2021-07-09T07:00:00Z,PT60M
26,880,802,861,2021-07-09T08:00:00Z,PT60M
28,890,882,966,2021-07-09T09:00:00Z,PT60M
28,877,914,1008,2021-07-09T10:00:00Z,PT60M
29,869,900,989,2021-07-09T11:00:00Z,PT60M
29,848,836,907,2021-07-09T12:00:00Z,PT60M
29,816,731,770,2021-07-09T13:00:00Z,PT60M
29,766,591,590,2021-07-09T14:00:00Z,PT60M
29,686,429,387,2021-07-09T15:00:00Z,PT60M
29,556,259,188,2021-07-09T16:00:00Z,PT60M
27,181,95,60,2021-07-09T17:00:00Z,PT60M
25,0,7,7,2021-07-09T18:00:00Z,PT60M
25,0,0,0,2021-07-09T19:00:00Z,PT60M
24,0,0,0,2021-07-09T20:00:00Z,PT60M
22,0,0,0,2021-07-09T21:00:00Z,PT60M
22,0,0,0,2021-07-09T22:00:00Z,PT60M
21,0,0,0,2021-07-09T23:00:00Z,PT60M
21,0,0,0,2021-07-10T00:00:00Z,PT60M
21,0,0,0,2021-07-10T01:00:00Z,PT60M
21,0,0,0,2021-07-10T02:00:00Z,PT60M
21,18,36,32,2021-07-10T03:00:00Z,PT60M
21,377,170,108,2021-07-10T04:00:00Z,PT60M
23,572,335,281,2021-07-10T05:00:00Z,PT60M
26,690,503,483,2021-07-10T06:00:00Z,PT60M
26,757,654,673,2021-07-10T07:00:00Z,PT60M
27,799,775,830,2021-07-10T08:00:00Z,PT60M
29,768,838,913,2021-07-10T09:00:00Z,PT60M
30,828,892,983,2021-07-10T10:00:00Z,PT60M
30,827,882,969,2021-07-10T11:00:00Z,PT60M
30,814,822,891,2021-07-10T12:00:00Z,PT60M
30,776,717,755,2021-07-10T13:00:00Z,PT60M
30,721,577,577,2021-07-10T14:00:00Z,PT60M
30,628,415,376,2021-07-10T15:00:00Z,PT60M
30,468,244,183,2021-07-10T16:00:00Z,PT60M
28,101,84,63,2021-07-10T17:00:00Z,PT60M
26,0,6,6,2021-07-10T18:00:00Z,PT60M
26,0,0,0,2021-07-10T19:00:00Z,PT60M
24,0,0,0,2021-07-10T20:00:00Z,PT60M
23,0,0,0,2021-07-10T21:00:00Z,PT60M
22,0,0,0,2021-07-10T22:00:00Z,PT60M
21,0,0,0,2021-07-10T23:00:00Z,PT60M
21,0,0,0,2021-07-11T00:00:00Z,PT60M
21,0,0,0,2021-07-11T01:00:00Z,PT60M
21,0,0,0,2021-07-11T02:00:00Z,PT60M
20,53,39,30,2021-07-11T03:00:00Z,PT60M
20,370,169,108,2021-07-11T04:00:00Z,PT60M
23,590,337,282,2021-07-11T05:00:00Z,PT60M
26,694,502,483,2021-07-11T06:00:00Z,PT60M
26,757,652,672,2021-07-11T07:00:00Z,PT60M
28,797,772,827,2021-07-11T08:00:00Z,PT60M
30,818,852,933,2021-07-11T09:00:00Z,PT60M
31,808,883,973,2021-07-11T10:00:00Z,PT60M
31,765,857,940,2021-07-11T11:00:00Z,PT60M
31,686,777,837,2021-07-11T12:00:00Z,PT60M
31,609,662,692,2021-07-11T13:00:00Z,PT60M
31,650,557,556,2021-07-11T14:00:00Z,PT60M
30,581,404,368,2021-07-11T15:00:00Z,PT60M
30,302,220,179,2021-07-11T16:00:00Z,PT60M
28,35,74,66,2021-07-11T17:00:00Z,PT60M
26,0,6,5,2021-07-11T18:00:00Z,PT60M
26,0,0,0,2021-07-11T19:00:00Z,PT60M
25,0,0,0,2021-07-11T20:00:00Z,PT60M
23,0,0,0,2021-07-11T21:00:00Z,PT60M
22,0,0,0,2021-07-11T22:00:00Z,PT60M
21,0,0,0,2021-07-11T23:00:00Z,PT60M
21,0,0,0,2021-07-12T00:00:00Z,PT60M
21,0,0,0,2021-07-12T01:00:00Z,PT60M
21,0,0,0,2021-07-12T02:00:00Z,PT60M
21,3,32,31,2021-07-12T03:00:00Z,PT60M
21,228,150,112,2021-07-12T04:00:00Z,PT60M
24,510,320,271,2021-07-12T05:00:00Z,PT60M
26,619,484,466,2021-07-12T06:00:00Z,PT60M
26,683,632,651,2021-07-12T07:00:00Z,PT60M
28,718,749,800,2021-07-12T08:00:00Z,PT60M
30,679,807,876,2021-07-12T09:00:00Z,PT60M
30,164,625,634,2021-07-12T10:00:00Z,PT60M
31,222,647,664,2021-07-12T11:00:00Z,PT60M
31,459,696,735,2021-07-12T12:00:00Z,PT60M
29,626,666,698,2021-07-12T13:00:00Z,PT60M
27,355,472,471,2021-07-12T14:00:00Z,PT60M
27,0,126,122,2021-07-12T15:00:00Z,PT60M
27,0,40,39,2021-07-12T16:00:00Z,PT60M
25,0,26,25,2021-07-12T17:00:00Z,PT60M
23,0,2,2,2021-07-12T18:00:00Z,PT60M
24,0,0,0,2021-07-12T19:00:00Z,PT60M
23,0,0,0,2021-07-12T20:00:00Z,PT60M
22,0,0,0,2021-07-12T21:00:00Z,PT60M
21,0,0,0,2021-07-12T22:00:00Z,PT60M
20,0,0,0,2021-07-12T23:00:00Z,PT60M
20,0,0,0,2021-07-13T00:00:00Z,PT60M
20,0,0,0,2021-07-13T01:00:00Z,PT60M
20,0,0,0,2021-07-13T02:00:00Z,PT60M
20,1,29,28,2021-07-13T03:00:00Z,PT60M
20,177,138,109,2021-07-13T04:00:00Z,PT60M
22,440,302,259,2021-07-13T05:00:00Z,PT60M
25,532,458,442,2021-07-13T06:00:00Z,PT60M
25,242,494,495,2021-07-13T07:00:00Z,PT60M
26,340,609,628,2021-07-13T08:00:00Z,PT60M
28,42,537,526,2021-07-13T09:00:00Z,PT60M
29,85,555,552,2021-07-13T10:00:00Z,PT60M
30,227,552,567,2021-07-13T11:00:00Z,PT60M
30,716,782,846,2021-07-13T12:00:00Z,PT60M
30,722,692,730,2021-07-13T13:00:00Z,PT60M
30,693,564,565,2021-07-13T14:00:00Z,PT60M
30,600,404,369,2021-07-13T15:00:00Z,PT60M
30,405,233,180,2021-07-13T16:00:00Z,PT60M
28,124,85,60,2021-07-13T17:00:00Z,PT60M
26,0,6,6,2021-07-13T18:00:00Z,PT60M
25,0,0,0,2021-07-13T19:00:00Z,PT60M
24,0,0,0,2021-07-13T20:00:00Z,PT60M
22,0,0,0,2021-07-13T21:00:00Z,PT60M
21,0,0,0,2021-07-13T22:00:00Z,PT60M
20,0,0,0,2021-07-13T23:00:00Z,PT60M
20,0,0,0,2021-07-14T00:00:00Z,PT60M
20,0,0,0,2021-07-14T01:00:00Z,PT60M
20,0,0,0,2021-07-14T02:00:00Z,PT60M
19,187,45,19,2021-07-14T03:00:00Z,PT60M
19,534,184,100,2021-07-14T04:00:00Z,PT60M
22,697,352,292,2021-07-14T05:00:00Z,PT60M
25,790,522,503,2021-07-14T06:00:00Z,PT60M
25,845,674,699,2021-07-14T07:00:00Z,PT60M
27,873,795,857,2021-07-14T08:00:00Z,PT60M
29,890,877,965,2021-07-14T09:00:00Z,PT60M
30,887,911,1010,2021-07-14T10:00:00Z,PT60M
30,880,897,992,2021-07-14T11:00:00Z,PT60M
30,859,834,909,2021-07-14T12:00:00Z,PT60M
30,827,728,772,2021-07-14T13:00:00Z,PT60M
30,778,589,592,2021-07-14T14:00:00Z,PT60M
30,699,427,388,2021-07-14T15:00:00Z,PT60M
30,562,256,187,2021-07-14T16:00:00Z,PT60M
28,226,95,54,2021-07-14T17:00:00Z,PT60M
26,0,6,6,2021-07-14T18:00:00Z,PT60M
25,0,0,0,2021-07-14T19:00:00Z,PT60M
24,0,0,0,2021-07-14T20:00:00Z,PT60M
22,0,0,0,2021-07-14T21:00:00Z,PT60M
21,0,0,0,2021-07-14T22:00:00Z,PT60M
20,0,0,0,2021-07-14T23:00:00Z,PT60M
20,0,0,0,2021-07-15T00:00:00Z,PT60M
20,0,0,0,2021-07-15T01:00:00Z,PT60M
20,0,0,0,2021-07-15T02:00:00Z,PT60M
20,170,43,19,2021-07-15T03:00:00Z,PT60M
20,500,178,99,2021-07-15T04:00:00Z,PT60M
23,666,344,286,2021-07-15T05:00:00Z,PT60M
26,760,511,493,2021-07-15T06:00:00Z,PT60M
26,814,662,687,2021-07-15T07:00:00Z,PT60M
28,849,784,845,2021-07-15T08:00:00Z,PT60M
30,867,866,953,2021-07-15T09:00:00Z,PT60M
31,885,904,1003,2021-07-15T10:00:00Z,PT60M
32,883,891,987,2021-07-15T11:00:00Z,PT60M
32,867,830,907,2021-07-15T12:00:00Z,PT60M
32,834,725,770,2021-07-15T13:00:00Z,PT60M
32,786,587,591,2021-07-15T14:00:00Z,PT60M
32,711,426,388,2021-07-15T15:00:00Z,PT60M
31,582,256,186,2021-07-15T16:00:00Z,PT60M
29,220,93,53,2021-07-15T17:00:00Z,PT60M
26,0,6,6,2021-07-15T18:00:00Z,PT60M
26,0,0,0,2021-07-15T19:00:00Z,PT60M
25,0,0,0,2021-07-15T20:00:00Z,PT60M
23,0,0,0,2021-07-15T21:00:00Z,PT60M
22,0,0,0,2021-07-15T22:00:00Z,PT60M
21,0,0,0,2021-07-15T23:00:00Z,PT60M
21,0,0,0,2021-07-16T00:00:00Z,PT60M
22,0,0,0,2021-07-16T01:00:00Z,PT60M
22,0,0,0,2021-07-16T02:00:00Z,PT60M
22,28,31,26,2021-07-16T03:00:00Z,PT60M
21,276,149,103,2021-07-16T04:00:00Z,PT60M
24,480,309,264,2021-07-16T05:00:00Z,PT60M
28,605,475,460,2021-07-16T06:00:00Z,PT60M
28,686,626,648,2021-07-16T07:00:00Z,PT60M
29,733,747,802,2021-07-16T08:00:00Z,PT60M
31,755,827,906,2021-07-16T09:00:00Z,PT60M
31,746,858,946,2021-07-16T10:00:00Z,PT60M
32,728,842,925,2021-07-16T11:00:00Z,PT60M
32,692,777,841,2021-07-16T12:00:00Z,PT60M
32,636,669,705,2021-07-16T13:00:00Z,PT60M
32,550,527,529,2021-07-16T14:00:00Z,PT60M
31,411,360,335,2021-07-16T15:00:00Z,PT60M
31,88,174,159,2021-07-16T16:00:00Z,PT60M
29,0,53,51,2021-07-16T17:00:00Z,PT60M
27,0,3,3,2021-07-16T18:00:00Z,PT60M
26,0,0,0,2021-07-16T19:00:00Z,PT60M
25,0,0,0,2021-07-16T20:00:00Z,PT60M
24,0,0,0,2021-07-16T21:00:00Z,PT60M
23,0,0,0,2021-07-16T22:00:00Z,PT60M
22,0,0,0,2021-07-16T23:00:00Z,PT60M
22,0,0,0,2021-07-17T00:00:00Z,PT60M
22,0,0,0,2021-07-17T01:00:00Z,PT60M
22,0,0,0,2021-07-17T02:00:00Z,PT60M
22,25,31,26,2021-07-17T03:00:00Z,PT60M
21,342,155,101,2021-07-17T04:00:00Z,PT60M
24,564,317,268,2021-07-17T05:00:00Z,PT60M
26,655,478,462,2021-07-17T06:00:00Z,PT60M
26,710,623,646,2021-07-17T07:00:00Z,PT60M
27,733,737,792,2021-07-17T08:00:00Z,PT60M
28,585,760,823,2021-07-17T09:00:00Z,PT60M
29,447,737,791,2021-07-17T10:00:00Z,PT60M
30,320,678,713,2021-07-17T11:00:00Z,PT60M
30,451,684,726,2021-07-17T12:00:00Z,PT60M
30,499,619,647,2021-07-17T13:00:00Z,PT60M
30,565,525,528,2021-07-17T14:00:00Z,PT60M
30,449,365,337,2021-07-17T15:00:00Z,PT60M
30,210,196,168,2021-07-17T16:00:00Z,PT60M
28,10,64,60,2021-07-17T17:00:00Z,PT60M
27,0,3,3,2021-07-17T18:00:00Z,PT60M
26,0,0,0,2021-07-17T19:00:00Z,PT60M
25,0,0,0,2021-07-17T20:00:00Z,PT60M
24,0,0,0,2021-07-17T21:00:00Z,PT60M
23,0,0,0,2021-07-17T22:00:00Z,PT60M
22,0,0,0,2021-07-17T23:00:00Z,PT60M
22,0,0,0,2021-07-18T00:00:00Z,PT60M
22,0,0,0,2021-07-18T01:00:00Z,PT60M
22,0,0,0,2021-07-18T02:00:00Z,PT60M
22,1,26,25,2021-07-18T03:00:00Z,PT60M
22,222,138,103,2021-07-18T04:00:00Z,PT60M
24,504,304,259,2021-07-18T05:00:00Z,PT60M
26,624,468,454,2021-07-18T06:00:00Z,PT60M
26,697,617,640,2021-07-18T07:00:00Z,PT60M
28,743,737,794,2021-07-18T08:00:00Z,PT60M
30,615,765,831,2021-07-18T09:00:00Z,PT60M
31,561,780,849,2021-07-18T10:00:00Z,PT60M
31,374,698,740,2021-07-18T11:00:00Z,PT60M
31,436,675,715,2021-07-18T12:00:00Z,PT60M
31,696,674,714,2021-07-18T13:00:00Z,PT60M
31,536,515,519,2021-07-18T14:00:00Z,PT60M
31,552,384,353,2021-07-18T15:00:00Z,PT60M
30,346,216,173,2021-07-18T16:00:00Z,PT60M
29,51,71,59,2021-07-18T17:00:00Z,PT60M
27,0,4,4,2021-07-18T18:00:00Z,PT60M
27,0,0,0,2021-07-18T19:00:00Z,PT60M
25,0,0,0,2021-07-18T20:00:00Z,PT60M
24,0,0,0,2021-07-18T21:00:00Z,PT60M
23,0,0,0,2021-07-18T22:00:00Z,PT60M
22,0,0,0,2021-07-18T23:00:00Z,PT60M
22,0,0,0,2021-07-19T00:00:00Z,PT60M
22,0,0,0,2021-07-19T01:00:00Z,PT60M
22,0,0,0,2021-07-19T02:00:00Z,PT60M
22,7,27,25,2021-07-19T03:00:00Z,PT60M
22,295,146,100,2021-07-19T04:00:00Z,PT60M
24,542,310,263,2021-07-19T05:00:00Z,PT60M
27,648,474,460,2021-07-19T06:00:00Z,PT60M
27,722,624,649,2021-07-19T07:00:00Z,PT60M
29,762,744,804,2021-07-19T08:00:00Z,PT60M
31,785,826,910,2021-07-19T09:00:00Z,PT60M
32,739,844,934,2021-07-19T10:00:00Z,PT60M
32,386,705,750,2021-07-19T11:00:00Z,PT60M
32,319,633,661,2021-07-19T12:00:00Z,PT60M
32,393,585,607,2021-07-19T13:00:00Z,PT60M
32,285,449,447,2021-07-19T14:00:00Z,PT60M
32,393,354,328,2021-07-19T15:00:00Z,PT60M
32,243,200,168,2021-07-19T16:00:00Z,PT60M
30,32,66,58,2021-07-19T17:00:00Z,PT60M
28,0,3,3,2021-07-19T18:00:00Z,PT60M
28,0,0,0,2021-07-19T19:00:00Z,PT60M
27,0,0,0,2021-07-19T20:00:00Z,PT60M
26,0,0,0,2021-07-19T21:00:00Z,PT60M
25,0,0,0,2021-07-19T22:00:00Z,PT60M
24,0,0,0,2021-07-19T23:00:00Z,PT60M
24,0,0,0,2021-07-20T00:00:00Z,PT60M
24,0,0,0,2021-07-20T01:00:00Z,PT60M
23,0,0,0,2021-07-20T02:00:00Z,PT60M
23,10,26,24,2021-07-20T03:00:00Z,PT60M
23,241,137,100,2021-07-20T04:00:00Z,PT60M
25,503,301,257,2021-07-20T05:00:00Z,PT60M
27,617,464,451,2021-07-20T06:00:00Z,PT60M
27,683,612,636,2021-07-20T07:00:00Z,PT60M
29,718,729,787,2021-07-20T08:00:00Z,PT60M
31,730,808,888,2021-07-20T09:00:00Z,PT60M
32,727,840,930,2021-07-20T10:00:00Z,PT60M
32,723,828,914,2021-07-20T11:00:00Z,PT60M
32,719,773,843,2021-07-20T12:00:00Z,PT60M
32,708,678,721,2021-07-20T13:00:00Z,PT60M
32,661,545,552,2021-07-20T14:00:00Z,PT60M
32,566,386,357,2021-07-20T15:00:00Z,PT60M
31,252,200,168,2021-07-20T16:00:00Z,PT60M
29,0,49,47,2021-07-20T17:00:00Z,PT60M
27,0,0,0,2021-07-20T18:00:00Z,PT60M
27,0,0,0,2021-07-20T19:00:00Z,PT60M
26,0,0,0,2021-07-20T20:00:00Z,PT60M
25,0,0,0,2021-07-20T21:00:00Z,PT60M
24,0,0,0,2021-07-20T22:00:00Z,PT60M
24,0,0,0,2021-07-20T23:00:00Z,PT60M
24,0,0,0,2021-07-21T00:00:00Z,PT60M
24,0,0,0,2021-07-21T01:00:00Z,PT60M
24,0,0,0,2021-07-21T02:00:00Z,PT60M
23,0,16,16,2021-07-21T03:00:00Z,PT60M
22,0,32,31,2021-07-21T04:00:00Z,PT60M
22,0,32,30,2021-07-21T05:00:00Z,PT60M
24,0,211,203,2021-07-21T06:00:00Z,PT60M
24,0,272,263,2021-07-21T07:00:00Z,PT60M
26,225,457,473,2021-07-21T08:00:00Z,PT60M
27,128,551,554,2021-07-21T09:00:00Z,PT60M
26,25,354,347,2021-07-21T10:00:00Z,PT60M
25,252,613,637,2021-07-21T11:00:00Z,PT60M
26,512,707,758,2021-07-21T12:00:00Z,PT60M
26,628,656,695,2021-07-21T13:00:00Z,PT60M
27,557,518,524,2021-07-21T14:00:00Z,PT60M
27,211,309,294,2021-07-21T15:00:00Z,PT60M
27,13,148,142,2021-07-21T16:00:00Z,PT60M
25,0,44,42,2021-07-21T17:00:00Z,PT60M
23,0,1,1,2021-07-21T18:00:00Z,PT60M
23,0,0,0,2021-07-21T19:00:00Z,PT60M
22,0,0,0,2021-07-21T20:00:00Z,PT60M
21,0,0,0,2021-07-21T21:00:00Z,PT60M
21,0,0,0,2021-07-21T22:00:00Z,PT60M
21,0,0,0,2021-07-21T23:00:00Z,PT60M
21,0,0,0,2021-07-22T00:00:00Z,PT60M
21,0,0,0,2021-07-22T01:00:00Z,PT60M
21,0,0,0,2021-07-22T02:00:00Z,PT60M
20,0,8,8,2021-07-22T03:00:00Z,PT60M
20,0,30,29,2021-07-22T04:00:00Z,PT60M
20,0,58,56,2021-07-22T05:00:00Z,PT60M
20,0,66,63,2021-07-22T06:00:00Z,PT60M
20,0,76,73,2021-07-22T07:00:00Z,PT60M
21,0,192,185,2021-07-22T08:00:00Z,PT60M
22,0,276,267,2021-07-22T09:00:00Z,PT60M
22,0,330,318,2021-07-22T10:00:00Z,PT60M
23,0,402,388,2021-07-22T11:00:00Z,PT60M
24,61,423,417,2021-07-22T12:00:00Z,PT60M
24,78,431,427,2021-07-22T13:00:00Z,PT60M
24,0,222,214,2021-07-22T14:00:00Z,PT60M
24,0,125,121,2021-07-22T15:00:00Z,PT60M
24,0,92,89,2021-07-22T16:00:00Z,PT60M
23,0,42,40,2021-07-22T17:00:00Z,PT60M
22,0,4,3,2021-07-22T18:00:00Z,PT60M
22,0,0,0,2021-07-22T19:00:00Z,PT60M
21,0,0,0,2021-07-22T20:00:00Z,PT60M
20,0,0,0,2021-07-22T21:00:00Z,PT60M
19,0,0,0,2021-07-22T22:00:00Z,PT60M
19,0,0,0,2021-07-22T23:00:00Z,PT60M
18,0,0,0,2021-07-23T00:00:00Z,PT60M
18,0,0,0,2021-07-23T01:00:00Z,PT60M
17,0,0,0,2021-07-23T02:00:00Z,PT60M
16,88,29,17,2021-07-23T03:00:00Z,PT60M
16,464,158,89,2021-07-23T04:00:00Z,PT60M
18,654,326,274,2021-07-23T05:00:00Z,PT60M
20,763,497,485,2021-07-23T06:00:00Z,PT60M
20,826,651,684,2021-07-23T07:00:00Z,PT60M
22,864,776,847,2021-07-23T08:00:00Z,PT60M
23,854,852,946,2021-07-23T09:00:00Z,PT60M
24,874,895,1003,2021-07-23T10:00:00Z,PT60M
24,883,888,993,2021-07-23T11:00:00Z,PT60M
24,874,829,915,2021-07-23T12:00:00Z,PT60M
24,846,724,778,2021-07-23T13:00:00Z,PT60M
24,798,583,595,2021-07-23T14:00:00Z,PT60M
24,719,418,386,2021-07-23T15:00:00Z,PT60M
24,562,243,181,2021-07-23T16:00:00Z,PT60M
22,150,78,52,2021-07-23T17:00:00Z,PT60M
20,0,3,3,2021-07-23T18:00:00Z,PT60M
20,0,0,0,2021-07-23T19:00:00Z,PT60M
18,0,0,0,2021-07-23T20:00:00Z,PT60M
17,0,0,0,2021-07-23T21:00:00Z,PT60M
16,0,0,0,2021-07-23T22:00:00Z,PT60M
16,0,0,0,2021-07-23T23:00:00Z,PT60M
16,0,0,0,2021-07-24T00:00:00Z,PT60M
16,0,0,0,2021-07-24T01:00:00Z,PT60M
15,0,0,0,2021-07-24T02:00:00Z,PT60M
15,53,26,18,2021-07-24T03:00:00Z,PT60M
15,427,152,89,2021-07-24T04:00:00Z,PT60M
18,615,317,268,2021-07-24T05:00:00Z,PT60M
21,718,484,474,2021-07-24T06:00:00Z,PT60M
22,777,636,668,2021-07-24T07:00:00Z,PT60M
23,808,758,826,2021-07-24T08:00:00Z,PT60M
25,753,817,903,2021-07-24T09:00:00Z,PT60M
26,473,751,814,2021-07-24T10:00:00Z,PT60M
26,362,699,744,2021-07-24T11:00:00Z,PT60M
26,366,656,693,2021-07-24T12:00:00Z,PT60M
26,390,589,613,2021-07-24T13:00:00Z,PT60M
26,326,463,464,2021-07-24T14:00:00Z,PT60M
26,301,331,313,2021-07-24T15:00:00Z,PT60M
26,101,171,155,2021-07-24T16:00:00Z,PT60M
24,0,54,52,2021-07-24T17:00:00Z,PT60M
22,0,2,2,2021-07-24T18:00:00Z,PT60M
22,0,0,0,2021-07-24T19:00:00Z,PT60M
21,0,0,0,2021-07-24T20:00:00Z,PT60M
20,0,0,0,2021-07-24T21:00:00Z,PT60M
19,0,0,0,2021-07-24T22:00:00Z,PT60M
18,0,0,0,2021-07-24T23:00:00Z,PT60M
19,0,0,0,2021-07-25T00:00:00Z,PT60M
18,0,0,0,2021-07-25T01:00:00Z,PT60M
18,0,0,0,2021-07-25T02:00:00Z,PT60M
18,0,18,18,2021-07-25T03:00:00Z,PT60M
18,193,124,95,2021-07-25T04:00:00Z,PT60M
20,480,290,251,2021-07-25T05:00:00Z,PT60M
23,597,457,448,2021-07-25T06:00:00Z,PT60M
23,671,609,638,2021-07-25T07:00:00Z,PT60M
25,714,732,795,2021-07-25T08:00:00Z,PT60M
27,674,793,873,2021-07-25T09:00:00Z,PT60M
28,449,746,806,2021-07-25T10:00:00Z,PT60M
29,459,741,801,2021-07-25T11:00:00Z,PT60M
29,377,663,701,2021-07-25T12:00:00Z,PT60M
29,542,633,669,2021-07-25T13:00:00Z,PT60M
29,496,504,511,2021-07-25T14:00:00Z,PT60M
28,390,346,327,2021-07-25T15:00:00Z,PT60M
28,91,165,151,2021-07-25T16:00:00Z,PT60M
26,0,49,47,2021-07-25T17:00:00Z,PT60M
25,0,2,2,2021-07-25T18:00:00Z,PT60M
24,0,0,0,2021-07-25T19:00:00Z,PT60M
23,0,0,0,2021-07-25T20:00:00Z,PT60M
22,0,0,0,2021-07-25T21:00:00Z,PT60M
21,0,0,0,2021-07-25T22:00:00Z,PT60M
20,0,0,0,2021-07-25T23:00:00Z,PT60M
20,0,0,0,2021-07-26T00:00:00Z,PT60M
20,0,0,0,2021-07-26T01:00:00Z,PT60M
20,0,0,0,2021-07-26T02:00:00Z,PT60M
20,7,19,17,2021-07-26T03:00:00Z,PT60M
20,238,126,90,2021-07-26T04:00:00Z,PT60M
22,479,289,250,2021-07-26T05:00:00Z,PT60M
24,615,459,451,2021-07-26T06:00:00Z,PT60M
25,702,615,646,2021-07-26T07:00:00Z,PT60M
27,758,742,809,2021-07-26T08:00:00Z,PT60M
29,789,827,920,2021-07-26T09:00:00Z,PT60M
30,817,870,976,2021-07-26T10:00:00Z,PT60M
30,812,859,961,2021-07-26T11:00:00Z,PT60M
30,760,788,869,2021-07-26T12:00:00Z,PT60M
30,762,693,746,2021-07-26T13:00:00Z,PT60M
30,702,553,566,2021-07-26T14:00:00Z,PT60M
30,604,388,363,2021-07-26T15:00:00Z,PT60M
30,384,212,169,2021-07-26T16:00:00Z,PT60M
27,46,61,52,2021-07-26T17:00:00Z,PT60M
25,0,2,2,2021-07-26T18:00:00Z,PT60M
25,0,0,0,2021-07-26T19:00:00Z,PT60M
24,0,0,0,2021-07-26T20:00:00Z,PT60M
22,0,0,0,2021-07-26T21:00:00Z,PT60M
22,0,0,0,2021-07-26T22:00:00Z,PT60M
21,0,0,0,2021-07-26T23:00:00Z,PT60M
21,0,0,0,2021-07-27T00:00:00Z,PT60M
21,0,0,0,2021-07-27T01:00:00Z,PT60M
20,0,0,0,2021-07-27T02:00:00Z,PT60M
20,25,20,16,2021-07-27T03:00:00Z,PT60M
20,292,131,87,2021-07-27T04:00:00Z,PT60M
22,503,291,251,2021-07-27T05:00:00Z,PT60M
24,623,458,451,2021-07-27T06:00:00Z,PT60M
24,699,611,643,2021-07-27T07:00:00Z,PT60M
26,751,736,804,2021-07-27T08:00:00Z,PT60M
28,785,822,916,2021-07-27T09:00:00Z,PT60M
29,809,863,969,2021-07-27T10:00:00Z,PT60M
30,803,851,953,2021-07-27T11:00:00Z,PT60M
30,782,790,874,2021-07-27T12:00:00Z,PT60M
31,751,686,740,2021-07-27T13:00:00Z,PT60M
31,686,545,560,2021-07-27T14:00:00Z,PT60M
30,573,379,355,2021-07-27T15:00:00Z,PT60M
30,383,207,164,2021-07-27T16:00:00Z,PT60M
28,54,59,48,2021-07-27T17:00:00Z,PT60M
25,0,1,1,2021-07-27T18:00:00Z,PT60M
26,0,0,0,2021-07-27T19:00:00Z,PT60M
25,0,0,0,2021-07-27T20:00:00Z,PT60M
23,0,0,0,2021-07-27T21:00:00Z,PT60M
22,0,0,0,2021-07-27T22:00:00Z,PT60M
22,0,0,0,2021-07-27T23:00:00Z,PT60M
22,0,0,0,2021-07-28T00:00:00Z,PT60M
22,0,0,0,2021-07-28T01:00:00Z,PT60M
21,0,0,0,2021-07-28T02:00:00Z,PT60M
